id1,id2,is_true_match,classification
fullcontact_8,http://dbpedia.org/resource/LookSmart,,
fullcontact_8,http://dbpedia.org/resource/DCH_Food_Mart,,
fullcontact_8,http://dbpedia.org/resource/Massmart,,
fullcontact_8,http://dbpedia.org/resource/FreightCar_America,,
fullcontact_8,http://dbpedia.org/resource/Yuyuan_Tourist_Mart,,
fullcontact_8,http://dbpedia.org/resource/Magic_Mart,,
fullcontact_8,http://dbpedia.org/resource/Halls_(department_store),,
fullcontact_8,http://dbpedia.org/resource/Money_Mart,,
fullcontact_8,http://dbpedia.org/resource/Trader_Joe's,,
fullcontact_8,http://dbpedia.org/resource/E-mart,,
fullcontact_8,http://dbpedia.org/resource/Kitson_(store),,
fullcontact_8,http://dbpedia.org/resource/ShopRite_(United_States),,
fullcontact_9,http://dbpedia.org/resource/Nordseewerke,,
fullcontact_9,http://dbpedia.org/resource/Gleistein,,
fullcontact_9,http://dbpedia.org/resource/Feiyr,,
fullcontact_9,http://dbpedia.org/resource/Brenntag,,
fullcontact_9,http://dbpedia.org/resource/Beate_Uhse_AG,,
fullcontact_9,http://dbpedia.org/resource/TechniSat,,
fullcontact_9,http://dbpedia.org/resource/Kern_AG,,
fullcontact_9,http://dbpedia.org/resource/Fiducia_IT_AG,,
fullcontact_9,http://dbpedia.org/resource/Wingas,,
fullcontact_9,http://dbpedia.org/resource/Apetito,,
fullcontact_9,http://dbpedia.org/resource/K%C3%B6nig_Brauerei,,
fullcontact_9,http://dbpedia.org/resource/Wirsol,,
fullcontact_9,http://dbpedia.org/resource/Villeroy_&_Boch,,
fullcontact_9,http://dbpedia.org/resource/Indramat,,
fullcontact_9,http://dbpedia.org/resource/Enercon,,
fullcontact_9,http://dbpedia.org/resource/European_Group,,
fullcontact_9,http://dbpedia.org/resource/Otto_Bock,,
fullcontact_9,http://dbpedia.org/resource/Altana,,
fullcontact_9,http://dbpedia.org/resource/Blaupunkt,,
fullcontact_9,http://dbpedia.org/resource/Reusch,,
fullcontact_10,http://dbpedia.org/resource/Tchibo,,
fullcontact_10,http://dbpedia.org/resource/Buns_and_Guns,,
fullcontact_11,http://dbpedia.org/resource/Energinet.dk,,
fullcontact_11,http://dbpedia.org/resource/Energex,,
fullcontact_11,http://dbpedia.org/resource/Envato,,
fullcontact_11,http://dbpedia.org/resource/Energiapolar,,
fullcontact_11,http://dbpedia.org/resource/Enel,,
fullcontact_11,http://dbpedia.org/resource/Eneco_Energie,,
fullcontact_11,http://dbpedia.org/resource/Bod%C3%B8_Energi,,
fullcontact_11,http://dbpedia.org/resource/Agder_Energi,,
fullcontact_11,http://dbpedia.org/resource/IMImobile,,
fullcontact_11,http://dbpedia.org/resource/Esselunga,,
fullcontact_11,"http://dbpedia.org/resource/Encuesta,_Inc.",,
fullcontact_11,http://dbpedia.org/resource/Enercon,,
fullcontact_11,http://dbpedia.org/resource/Eni,,
fullcontact_11,http://dbpedia.org/resource/Energiekontor,,
fullcontact_11,http://dbpedia.org/resource/T%C3%9CLOMSA%C5%9E,,
fullcontact_11,http://dbpedia.org/resource/Eneva,,
fullcontact_11,http://dbpedia.org/resource/Nelja_Energia,,
fullcontact_11,http://dbpedia.org/resource/Trondheim_Energi,,
fullcontact_11,http://dbpedia.org/resource/Helsingin_Energia,,
fullcontact_11,http://dbpedia.org/resource/Sofasa,,
fullcontact_12,http://dbpedia.org/resource/Euler_Hermes,,
fullcontact_12,http://dbpedia.org/resource/Corona_(company),,
fullcontact_12,http://dbpedia.org/resource/Lewis_Leathers,,
fullcontact_12,http://dbpedia.org/resource/Groupe_Art%C3%A9mis,,
fullcontact_12,http://dbpedia.org/resource/Morgan_(clothing),,
fullcontact_12,http://dbpedia.org/resource/Alexandria_Sporting_Club,,
fullcontact_12,http://dbpedia.org/resource/Lulu_(company),,
fullcontact_12,http://dbpedia.org/resource/Atcom,,
fullcontact_12,http://dbpedia.org/resource/Vivartia,,
fullcontact_12,http://dbpedia.org/resource/HelioSphera,,
fullcontact_12,http://dbpedia.org/resource/Prometheus_Gas,,
fullcontact_12,http://dbpedia.org/resource/Chlo%C3%A9,,
fullcontact_12,http://dbpedia.org/resource/Webb_Ellis_(sportswear),,
fullcontact_12,http://dbpedia.org/resource/Ghabbour_Group,,
fullcontact_12,http://dbpedia.org/resource/Hellenic_Petroleum,,
fullcontact_12,http://dbpedia.org/resource/DESFA,,
fullcontact_12,http://dbpedia.org/resource/Arapian,,
fullcontact_12,http://dbpedia.org/resource/Aventurine_SA,,
fullcontact_12,http://dbpedia.org/resource/Arcadia_Group,,
fullcontact_12,http://dbpedia.org/resource/NicOx,,
fullcontact_13,http://dbpedia.org/resource/NSK_Ltd.,,
fullcontact_13,http://dbpedia.org/resource/K's_Holdings_Corporation,,
fullcontact_13,http://dbpedia.org/resource/Tungaloy_Corporation,,
fullcontact_13,http://dbpedia.org/resource/Nakano_Corporation,,
fullcontact_13,http://dbpedia.org/resource/Takumi_Corporation,,
fullcontact_13,http://dbpedia.org/resource/National_(brand),,
fullcontact_13,http://dbpedia.org/resource/Geo_Corporation,,
fullcontact_13,http://dbpedia.org/resource/Kuki_Inc.,,
fullcontact_13,http://dbpedia.org/resource/Taisei_Corporation,,
fullcontact_13,http://dbpedia.org/resource/HKS_(company),,
fullcontact_13,http://dbpedia.org/resource/Sumitomo_Mitsui_Banking_Corporation,,
fullcontact_13,http://dbpedia.org/resource/Tadano_Limited,,
fullcontact_13,http://dbpedia.org/resource/Izuky%C5%AB_Corporation,,
fullcontact_13,http://dbpedia.org/resource/Taito_Corporation,,
fullcontact_13,http://dbpedia.org/resource/Kymco,,
fullcontact_13,http://dbpedia.org/resource/Tamiya_Corporation,,
fullcontact_13,http://dbpedia.org/resource/K%C5%8Dnan_Railway_Company,,
fullcontact_13,http://dbpedia.org/resource/Sumitomo_Mitsui_Financial_Group,,
fullcontact_13,http://dbpedia.org/resource/Citizen_Holdings,,
fullcontact_13,http://dbpedia.org/resource/Artland_(company),,
fullcontact_14,http://dbpedia.org/resource/Amazonen-Werke,,
fullcontact_14,http://dbpedia.org/resource/Uni-ball,,
fullcontact_14,http://dbpedia.org/resource/M%C3%A4rklin,,
fullcontact_14,http://dbpedia.org/resource/Fundoo-t,,
fullcontact_14,http://dbpedia.org/resource/Jungle_Fight,,
fullcontact_14,http://dbpedia.org/resource/Giraffas,,
fullcontact_14,http://dbpedia.org/resource/BRF_S.A.,,
fullcontact_14,http://dbpedia.org/resource/Foo_Go,,
fullcontact_14,http://dbpedia.org/resource/Zen-Noh,,
fullcontact_14,http://dbpedia.org/resource/Bad_Monkey,,
fullcontact_14,http://dbpedia.org/resource/Fella-Werke,,
fullcontact_14,http://dbpedia.org/resource/Goliath_(car),,
fullcontact_14,http://dbpedia.org/resource/Rotel,,
fullcontact_14,http://dbpedia.org/resource/YPF,,
fullcontact_14,http://dbpedia.org/resource/Souza_Cruz,,
fullcontact_14,http://dbpedia.org/resource/Saizeriya,,
fullcontact_14,http://dbpedia.org/resource/World_Victory_Road,,
fullcontact_14,http://dbpedia.org/resource/F._Dick,,
fullcontact_14,http://dbpedia.org/resource/SODRE,,
fullcontact_14,http://dbpedia.org/resource/Burger_Ranch,,
fullcontact_15,http://dbpedia.org/resource/Replicon_(company),,
fullcontact_15,http://dbpedia.org/resource/Oanda_Corporation,,
fullcontact_15,http://dbpedia.org/resource/Quester_Tangent_Corporation,,
fullcontact_15,http://dbpedia.org/resource/Blinco_Systems_Inc.,,
fullcontact_15,http://dbpedia.org/resource/Gentec_International,,
fullcontact_15,http://dbpedia.org/resource/Sanjel_Corporation,,
fullcontact_15,http://dbpedia.org/resource/William_Davies_Company,,
fullcontact_15,http://dbpedia.org/resource/Defence_Intelligence_(company),,
fullcontact_15,http://dbpedia.org/resource/Toyota_Canada_Inc.,,
fullcontact_15,http://dbpedia.org/resource/Iogen_Corporation,,
fullcontact_15,http://dbpedia.org/resource/Ikon_Office_Solutions,,
fullcontact_15,http://dbpedia.org/resource/TransCanada_Corporation,,
fullcontact_15,http://dbpedia.org/resource/Safeway_(Canada),,
fullcontact_15,http://dbpedia.org/resource/Wescam,,
fullcontact_15,http://dbpedia.org/resource/David_Suzuki_Foundation,,
fullcontact_15,http://dbpedia.org/resource/Beaver_Lumber,,
fullcontact_15,http://dbpedia.org/resource/Toronto_Lands_Corporation,,
fullcontact_15,http://dbpedia.org/resource/SENSIO_Technologies,,
fullcontact_15,http://dbpedia.org/resource/CognoVision,,
fullcontact_15,http://dbpedia.org/resource/George_Weston_Limited,,
fullcontact_16,http://dbpedia.org/resource/Sensible_Software,,
fullcontact_16,http://dbpedia.org/resource/Nesquik,,
fullcontact_17,http://dbpedia.org/resource/Saviem,,
fullcontact_17,http://dbpedia.org/resource/Om%C3%A9ga-Six,,
fullcontact_17,http://dbpedia.org/resource/Fran%C3%A7aise_des_Jeux_(lottery),,
fullcontact_17,http://dbpedia.org/resource/Renault_Sport,False,FP
fullcontact_17,http://dbpedia.org/resource/Euromarch%C3%A9,,
fullcontact_17,http://dbpedia.org/resource/Carrefour_Planet,,
fullcontact_17,http://dbpedia.org/resource/Radiall,,
fullcontact_17,http://dbpedia.org/resource/Alpha_Karting,,
fullcontact_17,http://dbpedia.org/resource/Messier_(automobile),,
fullcontact_17,http://dbpedia.org/resource/Cedre,,
fullcontact_17,http://dbpedia.org/resource/Groupe_BPCE,,
fullcontact_17,http://dbpedia.org/resource/Cognet_de_Seynes,,
fullcontact_17,http://dbpedia.org/resource/Emaux_de_Briare,,
fullcontact_17,http://dbpedia.org/resource/Galba_(automobile),,
fullcontact_17,http://dbpedia.org/resource/Groupe_SEB,,
fullcontact_17,http://dbpedia.org/resource/SAGEMCOM,,
fullcontact_17,http://dbpedia.org/resource/Lef%C3%A8vre-Utile,,
fullcontact_17,http://dbpedia.org/resource/Baccarat_(company),,
fullcontact_17,http://dbpedia.org/resource/Delvaux,,
fullcontact_17,http://dbpedia.org/resource/Octo_(Automobile),,
fullcontact_18,http://dbpedia.org/resource/Black_Hills_Corporation,,
fullcontact_18,http://dbpedia.org/resource/Peoples_Financial_Corporation,,
fullcontact_18,http://dbpedia.org/resource/Coleman_Company,,
fullcontact_18,http://dbpedia.org/resource/EC_Harris,,
fullcontact_18,http://dbpedia.org/resource/Deckers_Outdoor_Corporation,,
fullcontact_18,http://dbpedia.org/resource/Sunflower_Corporation,,
fullcontact_18,http://dbpedia.org/resource/Staples_Inc.,,
fullcontact_18,http://dbpedia.org/resource/The_Kennedy/Marshall_Company,,
fullcontact_18,http://dbpedia.org/resource/MannKind_Corporation,,
fullcontact_18,http://dbpedia.org/resource/McCall_Corporation,,
fullcontact_18,http://dbpedia.org/resource/The_Related_Companies,,
fullcontact_18,http://dbpedia.org/resource/Pilgrim's_Corp,,
fullcontact_18,http://dbpedia.org/resource/Igloo_Products_Corporation,,
fullcontact_18,http://dbpedia.org/resource/MPC_Corporation,,
fullcontact_18,http://dbpedia.org/resource/Cary_Safe_Company,,
fullcontact_18,http://dbpedia.org/resource/Alberta_Cooperative_Grocery,,
fullcontact_18,http://dbpedia.org/resource/Koch_Industries,,
fullcontact_18,http://dbpedia.org/resource/Andersen_Corporation,,
fullcontact_18,http://dbpedia.org/resource/Communications_Corporation_of_America,,
fullcontact_18,http://dbpedia.org/resource/National_Shipping_Company_of_Saudi_Arabia,,
fullcontact_19,http://dbpedia.org/resource/SJ_AB,,
fullcontact_19,http://dbpedia.org/resource/ReadSoft,,
fullcontact_19,http://dbpedia.org/resource/Proventus,,
fullcontact_19,http://dbpedia.org/resource/Anticimex,,
fullcontact_19,http://dbpedia.org/resource/IZettle,,
fullcontact_19,http://dbpedia.org/resource/B-Reel,,
fullcontact_19,http://dbpedia.org/resource/H&M,,
fullcontact_19,http://dbpedia.org/resource/Husqvarna_AB,,
fullcontact_19,http://dbpedia.org/resource/Coop_Norden,,
fullcontact_19,http://dbpedia.org/resource/Lindex,,
fullcontact_19,http://dbpedia.org/resource/Helsingborgs_Bryggeri,,
fullcontact_19,http://dbpedia.org/resource/The_Working_Parts,,
fullcontact_19,http://dbpedia.org/resource/Ubisoft_Massive,,
fullcontact_19,http://dbpedia.org/resource/Rejlers,,
fullcontact_19,http://dbpedia.org/resource/MoSync_AB,,
fullcontact_19,http://dbpedia.org/resource/HexaDrive,,
fullcontact_19,http://dbpedia.org/resource/Spectronic,,
fullcontact_19,http://dbpedia.org/resource/Posten_AB,,
fullcontact_19,http://dbpedia.org/resource/Svensson_(company),,
fullcontact_19,http://dbpedia.org/resource/Swedish_Road_Administration,,
fullcontact_20,http://dbpedia.org/resource/Local_World,,
fullcontact_20,http://dbpedia.org/resource/VocaLink,,
fullcontact_20,http://dbpedia.org/resource/Com.x,,
fullcontact_20,http://dbpedia.org/resource/Sucden,,
fullcontact_20,http://dbpedia.org/resource/Intrall,,
fullcontact_20,http://dbpedia.org/resource/Jazztel,,
fullcontact_20,http://dbpedia.org/resource/Citysocializer,,
fullcontact_20,http://dbpedia.org/resource/Lunacloud,,
fullcontact_20,http://dbpedia.org/resource/Primelocation,,
fullcontact_20,http://dbpedia.org/resource/Telehouse_Europe,,
fullcontact_20,http://dbpedia.org/resource/Essenden,,
fullcontact_20,http://dbpedia.org/resource/Visa_Europe,,
fullcontact_20,http://dbpedia.org/resource/Amblimation,,
fullcontact_20,http://dbpedia.org/resource/WorldPay,,
fullcontact_20,http://dbpedia.org/resource/7digital,,
fullcontact_20,http://dbpedia.org/resource/Byyd,,
fullcontact_20,http://dbpedia.org/resource/Onefinestay,,
fullcontact_20,http://dbpedia.org/resource/Bonsoni,,
fullcontact_20,http://dbpedia.org/resource/Civica,,
fullcontact_20,http://dbpedia.org/resource/Cause4,,
fullcontact_21,http://dbpedia.org/resource/Intact_Financial,,
fullcontact_21,http://dbpedia.org/resource/Encana,,
fullcontact_21,http://dbpedia.org/resource/Confederation_Life,,
fullcontact_21,http://dbpedia.org/resource/ElderTreks,,
fullcontact_21,http://dbpedia.org/resource/Becker's,,
fullcontact_21,http://dbpedia.org/resource/Asigra,,
fullcontact_21,http://dbpedia.org/resource/PlateSpin,,
fullcontact_21,http://dbpedia.org/resource/Nortel,,
fullcontact_21,http://dbpedia.org/resource/Shell_Canada,,
fullcontact_21,http://dbpedia.org/resource/Cott,,
fullcontact_21,http://dbpedia.org/resource/EA_Montreal,,
fullcontact_21,http://dbpedia.org/resource/HTnaturals,,
fullcontact_21,http://dbpedia.org/resource/Exinda,,
fullcontact_21,http://dbpedia.org/resource/Harvey's,,
fullcontact_21,http://dbpedia.org/resource/CBC_Sports,,
fullcontact_21,http://dbpedia.org/resource/Aecon,,
fullcontact_21,http://dbpedia.org/resource/Brazzers,,
fullcontact_21,http://dbpedia.org/resource/WiLAN,,
fullcontact_21,http://dbpedia.org/resource/Quebecor,,
fullcontact_21,http://dbpedia.org/resource/VEXXHOST,,
fullcontact_22,http://dbpedia.org/resource/Bank_Mendes_Gans,,
fullcontact_22,http://dbpedia.org/resource/DHB_Bank,,
fullcontact_22,http://dbpedia.org/resource/Ikano_Bank,,
fullcontact_22,http://dbpedia.org/resource/Provident_Bank_of_New_Jersey,,
fullcontact_22,http://dbpedia.org/resource/Kiatnakin_Bank,,
fullcontact_22,http://dbpedia.org/resource/Baader_Bank_AG,,
fullcontact_22,http://dbpedia.org/resource/Kotak_Mahindra_Bank,,
fullcontact_22,http://dbpedia.org/resource/Siam_Commercial_Bank,,
fullcontact_22,http://dbpedia.org/resource/Komercijalna_banka,,
fullcontact_22,http://dbpedia.org/resource/JUBMES_banka,,
fullcontact_22,http://dbpedia.org/resource/AIK_banka_Ni%C5%A1,,
fullcontact_22,http://dbpedia.org/resource/Bangkok_Bank,,
fullcontact_22,http://dbpedia.org/resource/SBS_Bank,,
fullcontact_22,http://dbpedia.org/resource/Bank_Handlowy,,
fullcontact_22,http://dbpedia.org/resource/KBM_Banka,,
fullcontact_22,http://dbpedia.org/resource/Aareal_Bank,,
fullcontact_22,http://dbpedia.org/resource/Krung_Thai_Bank,,
fullcontact_22,http://dbpedia.org/resource/Piraeus_Bank_Beograd,,
fullcontact_22,http://dbpedia.org/resource/ING_Bank_%C5%9Al%C4%85ski,,
fullcontact_22,http://dbpedia.org/resource/Royal_Wessanen,,
fullcontact_23,http://dbpedia.org/resource/Lanxess,True,TP
fullcontact_23,http://dbpedia.org/resource/Koelnmesse,,
fullcontact_23,http://dbpedia.org/resource/T%C3%9CV_Rheinland,,
fullcontact_23,http://dbpedia.org/resource/BKN,,
fullcontact_23,http://dbpedia.org/resource/Moove,,
fullcontact_23,http://dbpedia.org/resource/NetCologne,,
fullcontact_23,http://dbpedia.org/resource/Butlers_(company),,
fullcontact_23,http://dbpedia.org/resource/Magix,,
fullcontact_23,http://dbpedia.org/resource/Kromtech_Alliance,,
fullcontact_23,http://dbpedia.org/resource/REWE_Group,,
fullcontact_23,http://dbpedia.org/resource/Extra_(supermarket),,
fullcontact_23,http://dbpedia.org/resource/Erixx,,
fullcontact_23,http://dbpedia.org/resource/Novero,,
fullcontact_23,http://dbpedia.org/resource/VEBA,,
fullcontact_23,http://dbpedia.org/resource/Lindex,,
fullcontact_23,http://dbpedia.org/resource/Euroflorist,,
fullcontact_23,http://dbpedia.org/resource/FontShop_International,,
fullcontact_23,http://dbpedia.org/resource/KHD_Humboldt_Wedag,,
fullcontact_23,http://dbpedia.org/resource/BHW,,
fullcontact_23,http://dbpedia.org/resource/Tele_Columbus,,
fullcontact_24,http://dbpedia.org/resource/Banco_Bilbao_Vizcaya_Argentaria,,
fullcontact_24,http://dbpedia.org/resource/Banco_Etcheverr%C3%ADa,,
fullcontact_24,http://dbpedia.org/resource/Banco_Gallego,,
fullcontact_24,http://dbpedia.org/resource/NCG_Banco,,
fullcontact_24,http://dbpedia.org/resource/FON,,
fullcontact_24,http://dbpedia.org/resource/Banco_Pastor,,
fullcontact_24,http://dbpedia.org/resource/Mirat,,
fullcontact_24,http://dbpedia.org/resource/Byphasse,,
fullcontact_24,http://dbpedia.org/resource/El_Corte_Ingl%C3%A9s,,
fullcontact_24,http://dbpedia.org/resource/Grupo_Agbar,,
fullcontact_24,http://dbpedia.org/resource/Aena,,
fullcontact_24,http://dbpedia.org/resource/Dia_(supermarket_chain),,
fullcontact_24,http://dbpedia.org/resource/Vodafone_Spain,,
fullcontact_24,http://dbpedia.org/resource/Travelgenio,,
